card_id,name,stage,supertype,is_ex,decks,play_rate,win_rate,avg_copies
1137,Tool Scrapper,Item,Trainer,False,1126,0.10833172984414086,0.5035523978685613,1.0
1213,Judge,Supporter,Trainer,False,1106,0.10640754281316143,0.5415913200723327,2.2622061482820977
1186,Eri,Supporter,Trainer,False,1105,0.10631133346161246,0.5140271493212669,1.7248868778280544
11,Mist Energy,Special Energy,Energy,False,1102,0.10602270540696555,0.5063520871143375,4.0
14,Spiky Energy,Special Energy,Energy,False,1086,0.10448335578218203,0.5082872928176796,3.93646408839779
20,Rock Fighting Energy,Special Energy,Energy,False,1046,0.1006349817202232,0.5315487571701721,3.7151051625239004
16,Prism Energy,Special Energy,Energy,False,1010,0.09717144506446027,0.5118811881188119,3.879207920792079
1198,Crispin,Supporter,Trainer,False,942,0.09062920915913027,0.529723991507431,3.671974522292994
676,Solrock,Basic Pokémon,Pokémon,False,891,0.08572253223013276,0.48484848484848486,3.239057239057239
675,Lunatone,Basic Pokémon,Pokémon,False,891,0.08572253223013276,0.48484848484848486,2.207631874298541
860,Snorunt,Basic Pokémon,Pokémon,False,870,0.08370213584760439,0.4218390804597701,2.1413793103448278
1192,Carmine,Supporter,Trainer,False,870,0.08370213584760439,0.5287356321839081,3.2413793103448274
104,Froslass,Stage 1 Pokémon,Pokémon,False,814,0.07831441216086203,0.41277641277641275,2.0
1257,Team Rocket's Factory,Stadium,Trainer,False,784,0.07542813161439292,0.5446428571428571,1.3061224489795917
1087,Hand Trimmer,Item,Trainer,False,780,0.07504329420819704,0.5256410256410257,1.0294871794871794
117,Cornerstone Mask Ogerpon ex,Basic Pokémon,Pokémon,True,736,0.07081008274004233,0.4796195652173913,1.4592391304347827
381,Cynthia's Garchomp ex,Stage 2 Pokémon,Pokémon,True,726,0.06984798922455263,0.5578512396694215,3.0
342,Cynthia's Roserade,Stage 1 Pokémon,Pokémon,False,726,0.06984798922455263,0.5578512396694215,3.064738292011019
341,Cynthia's Roselia,Basic Pokémon,Pokémon,False,726,0.06984798922455263,0.5578512396694215,4.0
380,Cynthia's Gabite,Stage 1 Pokémon,Pokémon,False,726,0.06984798922455263,0.5578512396694215,4.0
1173,Cynthia's Power Weight,Pokémon Tool,Trainer,False,726,0.06984798922455263,0.5578512396694215,3.12396694214876
379,Cynthia's Gible,Basic Pokémon,Pokémon,False,726,0.06984798922455263,0.5578512396694215,4.0
1247,Neutralization Zone,Stadium,Trainer,False,720,0.0692707331152588,0.475,1.0
235,Budew,Basic Pokémon,Pokémon,False,715,0.06878968635751395,0.5300699300699301,1.220979020979021
1030,Staryu,Basic Pokémon,Pokémon,False,712,0.06850105830286704,0.5716292134831461,3.490168539325843
1031,Mega Starmie ex,Stage 1 Pokémon,Pokémon,True,712,0.06850105830286704,0.5716292134831461,3.0014044943820224
414,Team Rocket's Articuno,Basic Pokémon,Pokémon,False,710,0.0683086395997691,0.5408450704225352,1.7056338028169014
17,Ignition Energy,Special Energy,Energy,False,688,0.06619203386569175,0.5770348837209303,3.994186046511628
1261,Forest of Vitality,Stadium,Trainer,False,684,0.06580719645949586,0.5628654970760234,1.9415204678362572
387,Cynthia's Spiritomb,Basic Pokémon,Pokémon,False,678,0.06522994035020203,0.5634218289085545,1.9970501474926254
1203,Surfer,Supporter,Trainer,False,676,0.0650375216471041,0.5621301775147929,1.0576923076923077
1242,Community Center,Stadium,Trainer,False,663,0.06378680007696748,0.5460030165912518,1.0
689,Yveltal,Basic Pokémon,Pokémon,False,659,0.0634019626707716,0.5235204855842185,1.3368740515933233
1071,Meowth ex,Basic Pokémon,Pokémon,True,617,0.059361169905714835,0.513776337115073,2.108589951377634
65,Dunsparce,Basic Pokémon,Pokémon,False,616,0.059264960554165864,0.4253246753246753,3.6266233766233764
1119,Energy Search,Item,Trainer,False,615,0.059168751202616894,0.4715447154471545,1.497560975609756
1194,Colress’s Tenacity,Supporter,Trainer,False,581,0.055897633249951895,0.504302925989673,2.901893287435456
1174,Air Balloon,Pokémon Tool,Trainer,False,553,0.05320377140658072,0.4972875226039783,2.1971066907775767
1204,Lisia’s Appeal,Supporter,Trainer,False,549,0.052818934000384836,0.5446265938069217,1.0273224043715847
1260,Risky Ruins,Stadium,Trainer,False,548,0.052722724648835866,0.5565693430656934,1.3722627737226278
649,Marnie's Morpeko,Basic Pokémon,Pokémon,False,548,0.052722724648835866,0.5273722627737226,1.3412408759124088
1139,Energy Recycler,Item,Trainer,False,538,0.05176063113334616,0.5315985130111525,1.0
96,Teal Mask Ogerpon ex,Basic Pokémon,Pokémon,True,517,0.04974023475081778,0.5145067698259188,2.6518375241779495
1102,Dusk Ball,Item,Trainer,False,499,0.04800846642293631,0.4529058116232465,3.723446893787575
1141,Premium Power Pro,Item,Trainer,False,493,0.04743121031364249,0.46247464503042596,3.7322515212981746
666,Cinderace,Stage 2 Pokémon,Pokémon,False,489,0.04704637290744661,0.5214723926380368,4.0
184,Latias ex,Basic Pokémon,Pokémon,True,457,0.04396767365787955,0.5361050328227571,1.75054704595186
1051,Binacle,Basic Pokémon,Pokémon,False,448,0.04310178949393881,0.5111607142857143,2.0
1052,Barbaracle,Stage 1 Pokémon,Pokémon,False,448,0.04310178949393881,0.5111607142857143,2.0
116,Okidogi,Basic Pokémon,Pokémon,False,448,0.04310178949393881,0.5111607142857143,3.0
1238,Tarragon,Supporter,Trainer,False,448,0.04310178949393881,0.5111607142857143,2.529017857142857
678,Mega Lucario ex,Stage 1 Pokémon,Pokémon,True,443,0.042620742736193956,0.4582392776523702,3.9571106094808126
677,Riolu,Basic Pokémon,Pokémon,False,443,0.042620742736193956,0.4582392776523702,3.979683972911964
1116,Energy Switch,Item,Trainer,False,439,0.042235905329998075,0.5421412300683371,3.3029612756264237
1266,Nighttime Mine,Stadium,Trainer,False,434,0.04175485857225322,0.5023041474654378,3.0368663594470044
164,Comfey,Basic Pokémon,Pokémon,False,411,0.0395420434866269,0.43309002433090027,4.0
1145,Mega Signal,Item,Trainer,False,410,0.03944583413507793,0.5560975609756098,3.6341463414634148
1189,Salvatore,Supporter,Trainer,False,362,0.03482778526072734,0.569060773480663,3.93646408839779
169,Duraludon,Basic Pokémon,Pokémon,False,360,0.0346353665576294,0.48333333333333334,4.0
8,Basic {M} Energy,Basic Energy,Energy,False,360,0.0346353665576294,0.48333333333333334,13.05
1244,Full Metal Lab,Stadium,Trainer,False,360,0.0346353665576294,0.48333333333333334,3.9
190,Archaludon ex,Stage 1 Pokémon,Pokémon,True,360,0.0346353665576294,0.48333333333333334,4.0
131,Duskull,Basic Pokémon,Pokémon,False,350,0.0336732730421397,0.5742857142857143,2.0
132,Dusclops,Stage 1 Pokémon,Pokémon,False,350,0.0336732730421397,0.5742857142857143,2.0
133,Dusknoir,Stage 2 Pokémon,Pokémon,False,350,0.0336732730421397,0.5742857142857143,1.997142857142857
1167,Deluxe Bomb,Pokémon Tool,Trainer,False,349,0.03357706369059073,0.5759312320916905,1.0
1205,Cyrano,Supporter,Trainer,False,340,0.03271117952664999,0.5441176470588235,1.9911764705882353
1088,Prime Catcher,Item,Trainer,False,340,0.03271117952664999,0.5441176470588235,1.0
1250,Area Zero Underdepths,Stadium,Trainer,False,340,0.03271117952664999,0.5441176470588235,4.0
272,Lillie’s Clefairy ex,Basic Pokémon,Pokémon,True,340,0.03271117952664999,0.5441176470588235,1.2088235294117646
108,Wellspring Mask Ogerpon ex,Basic Pokémon,Pokémon,True,340,0.03271117952664999,0.5441176470588235,1.0088235294117647
1146,Wondrous Patch,Item,Trainer,False,339,0.03261497017510102,0.471976401179941,1.0176991150442478
4,Basic {L} Energy,Basic Energy,Energy,False,337,0.032422551472003076,0.5459940652818991,2.0
63,Raging Bolt ex,Basic Pokémon,Pokémon,True,337,0.032422551472003076,0.5459940652818991,2.0
1098,Glass Trumpet,Item,Trainer,False,337,0.032422551472003076,0.5459940652818991,2.0
1223,Harlequin,Supporter,Trainer,False,335,0.032230132768905136,0.5761194029850746,2.0
1210,Brock’s Scouting,Supporter,Trainer,False,333,0.032037714065807195,0.5555555555555556,3.993993993993994
1236,Urbain,Supporter,Trainer,False,332,0.031941504714258225,0.5572289156626506,4.0
1212,Cook,Supporter,Trainer,False,309,0.029728689628631903,0.4854368932038835,2.7475728155339807
1228,Acerola's Mischief,Supporter,Trainer,False,309,0.029728689628631903,0.45307443365695793,3.8446601941747574
57,Relicanth,Basic Pokémon,Pokémon,False,294,0.028285549355397344,0.5034013605442177,1.6666666666666667
2,Basic {R} Energy,Basic Energy,Energy,False,270,0.02597652491822205,0.4777777777777778,3.585185185185185
121,Dragapult ex,Stage 2 Pokémon,Pokémon,True,270,0.02597652491822205,0.4777777777777778,3.0
120,Drakloak,Stage 1 Pokémon,Pokémon,False,270,0.02597652491822205,0.4777777777777778,4.0
119,Dreepy,Basic Pokémon,Pokémon,False,270,0.02597652491822205,0.4777777777777778,4.0
12,Legacy Energy,Special Energy,Energy,False,267,0.02568789686357514,0.42696629213483145,1.0
135,Bloodmoon Ursaluna,Basic Pokémon,Pokémon,False,237,0.022801616317106022,0.5991561181434599,1.0
1187,Morty’s Conviction,Supporter,Trainer,False,218,0.020973638637675582,0.41743119266055045,3.903669724770642
1118,Energy Retrieval,Item,Trainer,False,213,0.02049259187993073,0.4131455399061033,1.0
1166,Gravity Gemstone,Pokémon Tool,Trainer,False,203,0.019530498364441023,0.39901477832512317,2.0049261083743843
1134,Team Rocket's Transceiver,Item,Trainer,False,186,0.017894939388108523,0.46774193548387094,2.935483870967742
1235,Waitress,Supporter,Trainer,False,180,0.0173176832788147,0.45555555555555555,3.0
174,Fan Rotom,Basic Pokémon,Pokémon,False,172,0.016548008466422938,0.45348837209302323,1.2790697674418605
1185,Explorer’s Guidance,Supporter,Trainer,False,167,0.016066961708678083,0.39520958083832336,4.0
1206,Larry’s Skill,Supporter,Trainer,False,159,0.01529728689628632,0.5220125786163522,1.0125786163522013
306,Dudunsparce ex,Stage 1 Pokémon,Pokémon,True,152,0.014623821435443525,0.45394736842105265,1.0
1240,Rosa's Encouragement,Supporter,Trainer,False,152,0.014623821435443525,0.45394736842105265,1.0
97,Litwick,Basic Pokémon,Pokémon,False,150,0.014431402732345585,0.4,3.0
98,Chandelure,Stage 2 Pokémon,Pokémon,False,150,0.014431402732345585,0.4,3.0
494,Lampent,Stage 1 Pokémon,Pokémon,False,150,0.014431402732345585,0.4,2.0
1252,Gravity Mountain,Stadium,Trainer,False,148,0.014238984029247642,0.43243243243243246,1.1891891891891893
673,Makuhita,Basic Pokémon,Pokémon,False,146,0.014046565326149701,0.4246575342465753,1.2397260273972603
674,Hariyama,Stage 1 Pokémon,Pokémon,False,146,0.014046565326149701,0.4246575342465753,1.2397260273972603
1202,Drayton,Supporter,Trainer,False,140,0.01346930921685588,0.4142857142857143,2.0
1246,Jamming Tower,Stadium,Trainer,False,126,0.01212237829517029,0.5079365079365079,1.9206349206349207
1218,Team Rocket's Giovanni,Supporter,Trainer,False,120,0.011545122185876467,0.5333333333333333,3.0
434,Team Rocket's Mimikyu,Basic Pokémon,Pokémon,False,120,0.011545122185876467,0.5333333333333333,2.0
1217,Team Rocket's Archer,Supporter,Trainer,False,120,0.011545122185876467,0.5333333333333333,1.0
401,Team Rocket's Spidops,Stage 1 Pokémon,Pokémon,False,120,0.011545122185876467,0.5333333333333333,4.0
400,Team Rocket's Tarountula,Basic Pokémon,Pokémon,False,120,0.011545122185876467,0.5333333333333333,4.0
1175,Brave Bangle,Pokémon Tool,Trainer,False,120,0.011545122185876467,0.5333333333333333,1.15
1220,Team Rocket's Proton,Supporter,Trainer,False,120,0.011545122185876467,0.5333333333333333,4.0
15,Team Rocket's Energy,Special Energy,Energy,False,120,0.011545122185876467,0.5333333333333333,4.0
1094,Bug Catching Set,Item,Trainer,False,120,0.011545122185876467,0.5333333333333333,3.0
1216,Team Rocket's Ariana,Supporter,Trainer,False,120,0.011545122185876467,0.5333333333333333,4.0
431,Team Rocket's Mewtwo ex,Basic Pokémon,Pokémon,True,120,0.011545122185876467,0.5333333333333333,2.0
214,Togekiss,Stage 2 Pokémon,Pokémon,False,110,0.010583028670386761,0.41818181818181815,1.0
959,Togepi,Basic Pokémon,Pokémon,False,110,0.010583028670386761,0.41818181818181815,1.0
245,Alakazam,Stage 2 Pokémon,Pokémon,False,104,0.010005772561092939,0.5769230769230769,1.0
861,Mega Froslass ex,Stage 1 Pokémon,Pokémon,True,73,0.007023282663074851,0.4657534246575342,3.3424657534246576
849,Mega Lopunny ex,Stage 1 Pokémon,Pokémon,True,69,0.006638445256878968,0.4782608695652174,3.0
848,Buneary,Basic Pokémon,Pokémon,False,69,0.006638445256878968,0.4782608695652174,4.0
506,Cubchoo,Basic Pokémon,Pokémon,False,62,0.005964979796036175,0.3709677419354839,4.0
1091,Accompanying Flute,Item,Trainer,False,52,0.0050028862805464695,0.40384615384615385,1.0
1208,Iris’s Fighting Spirit,Supporter,Trainer,False,47,0.004521839522801616,0.425531914893617,2.0
1156,Lucky Helmet,Pokémon Tool,Trainer,False,42,0.004040792765056763,0.38095238095238093,1.8333333333333333
1256,Team Rocket's Watchtower,Stadium,Trainer,False,42,0.004040792765056763,0.5,3.857142857142857
1095,Dangerous Laser,Item,Trainer,False,39,0.0037521647104098517,0.5384615384615384,1.0
1077,Roto-Stick,Item,Trainer,False,23,0.002212815085626323,0.43478260869565216,3.0
58,Great Tusk,Basic Pokémon,Pokémon,False,22,0.0021166057340773524,0.3181818181818182,3.0454545454545454
103,Snorunt,Basic Pokémon,Pokémon,False,17,0.0016355589763324995,0.17647058823529413,2.0
607,Terrakion,Basic Pokémon,Pokémon,False,15,0.0014431402732345583,0.3333333333333333,1.0
858,Psyduck,Basic Pokémon,Pokémon,False,13,0.0012507215701366174,0.3076923076923077,1.0
56,Flutter Mane,Basic Pokémon,Pokémon,False,12,0.0011545122185876468,0.3333333333333333,1.0
1177,Sacred Charm,Pokémon Tool,Trainer,False,8,0.0007696748123917645,0.75,1.0
1158,Maximum Belt,Pokémon Tool,Trainer,False,7,0.0006734654608427939,0.42857142857142855,1.0
142,Genesect,Basic Pokémon,Pokémon,False,7,0.0006734654608427939,0.42857142857142855,1.0
840,Archaludon,Stage 1 Pokémon,Pokémon,False,3,0.0002886280546469117,0.3333333333333333,2.0
979,Koraidon ex,Basic Pokémon,Pokémon,True,3,0.0002886280546469117,0.3333333333333333,1.0
1188,Ciphermaniac’s Codebreaking,Supporter,Trainer,False,3,0.0002886280546469117,0.3333333333333333,2.0
1172,Lillie’s Pearl,Pokémon Tool,Trainer,False,3,0.0002886280546469117,0.3333333333333333,2.0
1224,Cheren,Supporter,Trainer,False,2,0.00019241870309794111,1.0,1.0
1255,Postwick,Stadium,Trainer,False,1,9.620935154897056e-05,1.0,4.0
1193,Hassel,Supporter,Trainer,False,1,9.620935154897056e-05,1.0,3.0
1171,Hop’s Choice Band,Pokémon Tool,Trainer,False,1,9.620935154897056e-05,1.0,4.0
1115,Hop’s Bag,Item,Trainer,False,1,9.620935154897056e-05,1.0,4.0
879,Hop's Trevenant,Stage 1 Pokémon,Pokémon,False,1,9.620935154897056e-05,1.0,4.0
878,Hop's Phantump,Basic Pokémon,Pokémon,False,1,9.620935154897056e-05,1.0,4.0
304,Hop’s Snorlax,Basic Pokémon,Pokémon,False,1,9.620935154897056e-05,1.0,4.0
791,Moltres,Basic Pokémon,Pokémon,False,1,9.620935154897056e-05,0.0,1.0
